"","X.1","X","ST","STATE","OCC_TITLE","OCC_GROUP","A_MEAN","lon","lat"
"24465",24466,24466,"NC","North Carolina","Brickmasons and Blockmasons","detailed",38050,-79.0193,35.75957
"24466",24467,24467,"NC","North Carolina","Stonemasons","detailed",37690,-79.0193,35.75957
"24467",24468,24468,"NC","North Carolina","Carpenters","detailed",35560,-79.0193,35.75957
"24468",24469,24469,"NC","North Carolina","Carpet Installers","detailed",31560,-79.0193,35.75957
"24469",24470,24470,"NC","North Carolina","Floor Layers, Except Carpet, Wood, and Hard Tiles","detailed",37260,-79.0193,35.75957
"24470",24471,24471,"NC","North Carolina","Floor Sanders and Finishers","detailed",33690,-79.0193,35.75957
"24471",24472,24472,"NC","North Carolina","Tile and Marble Setters","detailed",36550,-79.0193,35.75957
"24472",24473,24473,"NC","North Carolina","Cement Masons and Concrete Finishers","detailed",34620,-79.0193,35.75957
"24473",24474,24474,"NC","North Carolina","Terrazzo Workers and Finishers","detailed",32580,-79.0193,35.75957
"24474",24475,24475,"NC","North Carolina","Construction Laborers","detailed",28080,-79.0193,35.75957
"24475",24476,24476,"NC","North Carolina","Paving, Surfacing, and Tamping Equipment Operators","detailed",33490,-79.0193,35.75957
"24476",24477,24477,"NC","North Carolina","Pile-Driver Operators","detailed",37100,-79.0193,35.75957
"24477",24478,24478,"NC","North Carolina","Operating Engineers and Other Construction Equipment Operators","detailed",37120,-79.0193,35.75957
"24478",24479,24479,"NC","North Carolina","Drywall and Ceiling Tile Installers","detailed",34340,-79.0193,35.75957
"24479",24480,24480,"NC","North Carolina","Electricians","detailed",42960,-79.0193,35.75957
"24480",24481,24481,"NC","North Carolina","Glaziers","detailed",34570,-79.0193,35.75957
"24481",24482,24482,"NC","North Carolina","Insulation Workers, Floor, Ceiling, and Wall","detailed",35770,-79.0193,35.75957
"24482",24483,24483,"NC","North Carolina","Insulation Workers, Mechanical","detailed",37070,-79.0193,35.75957
"24483",24484,24484,"NC","North Carolina","Painters, Construction and Maintenance","detailed",32650,-79.0193,35.75957
"24484",24485,24485,"NC","North Carolina","Paperhangers","detailed",39350,-79.0193,35.75957
"24485",24486,24486,"NC","North Carolina","Pipelayers","detailed",33160,-79.0193,35.75957
"24486",24487,24487,"NC","North Carolina","Plumbers, Pipefitters, and Steamfitters","detailed",42530,-79.0193,35.75957
"24487",24488,24488,"NC","North Carolina","Plasterers and Stucco Masons","detailed",26670,-79.0193,35.75957
"24488",24489,24489,"NC","North Carolina","Reinforcing Iron and Rebar Workers","detailed",37970,-79.0193,35.75957
"24489",24490,24490,"NC","North Carolina","Roofers","detailed",33620,-79.0193,35.75957
"24490",24491,24491,"NC","North Carolina","Sheet Metal Workers","detailed",35520,-79.0193,35.75957
"24491",24492,24492,"NC","North Carolina","Structural Iron and Steel Workers","detailed",37090,-79.0193,35.75957
"24492",24493,24493,"NC","North Carolina","Solar Photovoltaic Installers","detailed",34290,-79.0193,35.75957
"24493",24494,24494,"NC","North Carolina","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","detailed",26940,-79.0193,35.75957
"24494",24495,24495,"NC","North Carolina","Helpers--Carpenters","detailed",27130,-79.0193,35.75957
"24495",24496,24496,"NC","North Carolina","Helpers--Electricians","detailed",27670,-79.0193,35.75957
"24496",24497,24497,"NC","North Carolina","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","detailed",25780,-79.0193,35.75957
"24497",24498,24498,"NC","North Carolina","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","detailed",29200,-79.0193,35.75957
"24498",24499,24499,"NC","North Carolina","Helpers--Roofers","detailed",24100,-79.0193,35.75957
"24499",24500,24500,"NC","North Carolina","Helpers, Construction Trades, All Other","detailed",25220,-79.0193,35.75957
"24500",24501,24501,"NC","North Carolina","Construction and Building Inspectors","detailed",52490,-79.0193,35.75957
"24501",24502,24502,"NC","North Carolina","Elevator Installers and Repairers","detailed",68950,-79.0193,35.75957
"24502",24503,24503,"NC","North Carolina","Fence Erectors","detailed",31110,-79.0193,35.75957
"24503",24504,24504,"NC","North Carolina","Hazardous Materials Removal Workers","detailed",33740,-79.0193,35.75957
"24504",24505,24505,"NC","North Carolina","Highway Maintenance Workers","detailed",32090,-79.0193,35.75957
"24505",24506,24506,"NC","North Carolina","Rail-Track Laying and Maintenance Equipment Operators","detailed",46150,-79.0193,35.75957
"24506",24507,24507,"NC","North Carolina","Septic Tank Servicers and Sewer Pipe Cleaners","detailed",32970,-79.0193,35.75957
"24507",24508,24508,"NC","North Carolina","Construction and Related Workers, All Other","detailed",34530,-79.0193,35.75957
"24508",24509,24509,"NC","North Carolina","Earth Drillers, Except Oil and Gas","detailed",42340,-79.0193,35.75957
"24509",24510,24510,"NC","North Carolina","Explosives Workers, Ordnance Handling Experts, and Blasters","detailed",54360,-79.0193,35.75957
"24510",24511,24511,"NC","North Carolina","Rock Splitters, Quarry","detailed",36770,-79.0193,35.75957
"24511",24512,24512,"NC","North Carolina","Helpers--Extraction Workers","detailed",29650,-79.0193,35.75957
"24512",24513,24513,"NC","North Carolina","Installation, Maintenance, and Repair Occupations","major",44260,-79.0193,35.75957
"24513",24514,24514,"NC","North Carolina","First-Line Supervisors of Mechanics, Installers, and Repairers","detailed",64740,-79.0193,35.75957
"24514",24515,24515,"NC","North Carolina","Computer, Automated Teller, and Office Machine Repairers","detailed",39400,-79.0193,35.75957
"24515",24516,24516,"NC","North Carolina","Radio, Cellular, and Tower Equipment Installers and Repairers","detailed",51620,-79.0193,35.75957
"24516",24517,24517,"NC","North Carolina","Telecommunications Equipment Installers and Repairers, Except Line Installers","detailed",50700,-79.0193,35.75957
"24517",24518,24518,"NC","North Carolina","Avionics Technicians","detailed",55290,-79.0193,35.75957
"24518",24519,24519,"NC","North Carolina","Electric Motor, Power Tool, and Related Repairers","detailed",43960,-79.0193,35.75957
"24519",24520,24520,"NC","North Carolina","Electrical and Electronics Installers and Repairers, Transportation Equipment","detailed",51440,-79.0193,35.75957
"24520",24521,24521,"NC","North Carolina","Electrical and Electronics Repairers, Commercial and Industrial Equipment","detailed",51090,-79.0193,35.75957
"24521",24522,24522,"NC","North Carolina","Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","detailed",71080,-79.0193,35.75957
"24522",24523,24523,"NC","North Carolina","Electronic Equipment Installers and Repairers, Motor Vehicles","detailed",33530,-79.0193,35.75957
"24523",24524,24524,"NC","North Carolina","Electronic Home Entertainment Equipment Installers and Repairers","detailed",31450,-79.0193,35.75957
"24524",24525,24525,"NC","North Carolina","Security and Fire Alarm Systems Installers","detailed",41880,-79.0193,35.75957
"24525",24526,24526,"NC","North Carolina","Aircraft Mechanics and Service Technicians","detailed",56140,-79.0193,35.75957
"24526",24527,24527,"NC","North Carolina","Automotive Body and Related Repairers","detailed",50750,-79.0193,35.75957
"24527",24528,24528,"NC","North Carolina","Automotive Glass Installers and Repairers","detailed",32180,-79.0193,35.75957
"24528",24529,24529,"NC","North Carolina","Automotive Service Technicians and Mechanics","detailed",40540,-79.0193,35.75957
"24529",24530,24530,"NC","North Carolina","Bus and Truck Mechanics and Diesel Engine Specialists","detailed",43330,-79.0193,35.75957
"24530",24531,24531,"NC","North Carolina","Farm Equipment Mechanics and Service Technicians","detailed",35070,-79.0193,35.75957
"24531",24532,24532,"NC","North Carolina","Mobile Heavy Equipment Mechanics, Except Engines","detailed",44040,-79.0193,35.75957
"24532",24533,24533,"NC","North Carolina","Rail Car Repairers","detailed",54400,-79.0193,35.75957
"24533",24534,24534,"NC","North Carolina","Motorboat Mechanics and Service Technicians","detailed",34950,-79.0193,35.75957
"24534",24535,24535,"NC","North Carolina","Motorcycle Mechanics","detailed",34900,-79.0193,35.75957
"24535",24536,24536,"NC","North Carolina","Outdoor Power Equipment and Other Small Engine Mechanics","detailed",34640,-79.0193,35.75957
"24536",24537,24537,"NC","North Carolina","Bicycle Repairers","detailed",28590,-79.0193,35.75957
"24537",24538,24538,"NC","North Carolina","Recreational Vehicle Service Technicians","detailed",38150,-79.0193,35.75957
"24538",24539,24539,"NC","North Carolina","Tire Repairers and Changers","detailed",26520,-79.0193,35.75957
"24539",24540,24540,"NC","North Carolina","Mechanical Door Repairers","detailed",35830,-79.0193,35.75957
"24540",24541,24541,"NC","North Carolina","Control and Valve Installers and Repairers, Except Mechanical Door","detailed",46870,-79.0193,35.75957
"24541",24542,24542,"NC","North Carolina","Heating, Air Conditioning, and Refrigeration Mechanics and Installers","detailed",42300,-79.0193,35.75957
"24542",24543,24543,"NC","North Carolina","Home Appliance Repairers","detailed",39300,-79.0193,35.75957
"24543",24544,24544,"NC","North Carolina","Industrial Machinery Mechanics","detailed",48960,-79.0193,35.75957
"24544",24545,24545,"NC","North Carolina","Maintenance Workers, Machinery","detailed",42150,-79.0193,35.75957
"24545",24546,24546,"NC","North Carolina","Millwrights","detailed",43280,-79.0193,35.75957
"24546",24547,24547,"NC","North Carolina","Electrical Power-Line Installers and Repairers","detailed",57240,-79.0193,35.75957
"24547",24548,24548,"NC","North Carolina","Telecommunications Line Installers and Repairers","detailed",37890,-79.0193,35.75957
"24548",24549,24549,"NC","North Carolina","Camera and Photographic Equipment Repairers","detailed",49580,-79.0193,35.75957
"24549",24550,24550,"NC","North Carolina","Medical Equipment Repairers","detailed",48940,-79.0193,35.75957
"24550",24551,24551,"NC","North Carolina","Musical Instrument Repairers and Tuners","detailed",33530,-79.0193,35.75957
"24551",24552,24552,"NC","North Carolina","Watch Repairers","detailed",31180,-79.0193,35.75957
"24552",24553,24553,"NC","North Carolina","Precision Instrument and Equipment Repairers, All Other","detailed",56310,-79.0193,35.75957
"24553",24554,24554,"NC","North Carolina","Maintenance and Repair Workers, General","detailed",38500,-79.0193,35.75957
"24554",24555,24555,"NC","North Carolina","Coin, Vending, and Amusement Machine Servicers and Repairers","detailed",31080,-79.0193,35.75957
"24555",24556,24556,"NC","North Carolina","Commercial Divers","detailed",35710,-79.0193,35.75957
"24556",24557,24557,"NC","North Carolina","Fabric Menders, Except Garment","detailed",25430,-79.0193,35.75957
"24557",24558,24558,"NC","North Carolina","Locksmiths and Safe Repairers","detailed",29530,-79.0193,35.75957
"24558",24559,24559,"NC","North Carolina","Manufactured Building and Mobile Home Installers","detailed",25840,-79.0193,35.75957
"24559",24560,24560,"NC","North Carolina","Riggers","detailed",59720,-79.0193,35.75957
"24560",24561,24561,"NC","North Carolina","Helpers--Installation, Maintenance, and Repair Workers","detailed",27470,-79.0193,35.75957
"24561",24562,24562,"NC","North Carolina","Installation, Maintenance, and Repair Workers, All Other","detailed",41120,-79.0193,35.75957
"24562",24563,24563,"NC","North Carolina","Production Occupations","major",33930,-79.0193,35.75957
"24563",24564,24564,"NC","North Carolina","First-Line Supervisors of Production and Operating Workers","detailed",58520,-79.0193,35.75957
"24564",24565,24565,"NC","North Carolina","Coil Winders, Tapers, and Finishers","detailed",36730,-79.0193,35.75957
"24565",24566,24566,"NC","North Carolina","Electrical and Electronic Equipment Assemblers","detailed",31010,-79.0193,35.75957
"24566",24567,24567,"NC","North Carolina","Electromechanical Equipment Assemblers","detailed",33470,-79.0193,35.75957
"24567",24568,24568,"NC","North Carolina","Engine and Other Machine Assemblers","detailed",42250,-79.0193,35.75957
"24568",24569,24569,"NC","North Carolina","Structural Metal Fabricators and Fitters","detailed",36890,-79.0193,35.75957
"24569",24570,24570,"NC","North Carolina","Fiberglass Laminators and Fabricators","detailed",32150,-79.0193,35.75957
"24570",24571,24571,"NC","North Carolina","Team Assemblers","detailed",29620,-79.0193,35.75957
"24571",24572,24572,"NC","North Carolina","Assemblers and Fabricators, All Other","detailed",28580,-79.0193,35.75957
"24572",24573,24573,"NC","North Carolina","Bakers","detailed",24700,-79.0193,35.75957
"24573",24574,24574,"NC","North Carolina","Butchers and Meat Cutters","detailed",27550,-79.0193,35.75957
"24574",24575,24575,"NC","North Carolina","Meat, Poultry, and Fish Cutters and Trimmers","detailed",23050,-79.0193,35.75957
"24575",24576,24576,"NC","North Carolina","Slaughterers and Meat Packers","detailed",26550,-79.0193,35.75957
"24576",24577,24577,"NC","North Carolina","Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","detailed",44780,-79.0193,35.75957
"24577",24578,24578,"NC","North Carolina","Food Batchmakers","detailed",27250,-79.0193,35.75957
"24578",24579,24579,"NC","North Carolina","Food Cooking Machine Operators and Tenders","detailed",26570,-79.0193,35.75957
"24579",24580,24580,"NC","North Carolina","Food Processing Workers, All Other","detailed",24930,-79.0193,35.75957
"24580",24581,24581,"NC","North Carolina","Computer-Controlled Machine Tool Operators, Metal and Plastic","detailed",39100,-79.0193,35.75957
"24581",24582,24582,"NC","North Carolina","Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic","detailed",45180,-79.0193,35.75957
"24582",24583,24583,"NC","North Carolina","Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","detailed",36760,-79.0193,35.75957
"24583",24584,24584,"NC","North Carolina","Forging Machine Setters, Operators, and Tenders, Metal and Plastic","detailed",38310,-79.0193,35.75957
"24584",24585,24585,"NC","North Carolina","Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","detailed",37460,-79.0193,35.75957
"24585",24586,24586,"NC","North Carolina","Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","detailed",29290,-79.0193,35.75957
"24586",24587,24587,"NC","North Carolina","Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic","detailed",42540,-79.0193,35.75957
"24587",24588,24588,"NC","North Carolina","Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","detailed",34210,-79.0193,35.75957
"24588",24589,24589,"NC","North Carolina","Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","detailed",40480,-79.0193,35.75957
"24589",24590,24590,"NC","North Carolina","Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic","detailed",38430,-79.0193,35.75957
"24590",24591,24591,"NC","North Carolina","Machinists","detailed",39960,-79.0193,35.75957
"24591",24592,24592,"NC","North Carolina","Metal-Refining Furnace Operators and Tenders","detailed",49810,-79.0193,35.75957
"24592",24593,24593,"NC","North Carolina","Pourers and Casters, Metal","detailed",34330,-79.0193,35.75957
"24593",24594,24594,"NC","North Carolina","Model Makers, Metal and Plastic","detailed",44450,-79.0193,35.75957
"24594",24595,24595,"NC","North Carolina","Patternmakers, Metal and Plastic","detailed",40510,-79.0193,35.75957
"24595",24596,24596,"NC","North Carolina","Foundry Mold and Coremakers","detailed",36220,-79.0193,35.75957
"24596",24597,24597,"NC","North Carolina","Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","detailed",31120,-79.0193,35.75957
"24597",24598,24598,"NC","North Carolina","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","detailed",38050,-79.0193,35.75957
"24598",24599,24599,"NC","North Carolina","Tool and Die Makers","detailed",46330,-79.0193,35.75957
"24599",24600,24600,"NC","North Carolina","Welders, Cutters, Solderers, and Brazers","detailed",40160,-79.0193,35.75957
"24600",24601,24601,"NC","North Carolina","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","detailed",36390,-79.0193,35.75957
"24601",24602,24602,"NC","North Carolina","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","detailed",34320,-79.0193,35.75957
"24602",24603,24603,"NC","North Carolina","Layout Workers, Metal and Plastic","detailed",35140,-79.0193,35.75957
"24603",24604,24604,"NC","North Carolina","Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic","detailed",33180,-79.0193,35.75957
"24604",24605,24605,"NC","North Carolina","Tool Grinders, Filers, and Sharpeners","detailed",36620,-79.0193,35.75957
"24605",24606,24606,"NC","North Carolina","Metal Workers and Plastic Workers, All Other","detailed",46540,-79.0193,35.75957
"24606",24607,24607,"NC","North Carolina","Prepress Technicians and Workers","detailed",39390,-79.0193,35.75957
"24607",24608,24608,"NC","North Carolina","Printing Press Operators","detailed",35480,-79.0193,35.75957
"24608",24609,24609,"NC","North Carolina","Print Binding and Finishing Workers","detailed",31470,-79.0193,35.75957
"24609",24610,24610,"NC","North Carolina","Laundry and Dry-Cleaning Workers","detailed",20940,-79.0193,35.75957
"24610",24611,24611,"NC","North Carolina","Pressers, Textile, Garment, and Related Materials","detailed",20840,-79.0193,35.75957
"24611",24612,24612,"NC","North Carolina","Sewing Machine Operators","detailed",26130,-79.0193,35.75957
"24613",24614,24614,"NC","North Carolina","Sewers, Hand","detailed",24060,-79.0193,35.75957
"24614",24615,24615,"NC","North Carolina","Tailors, Dressmakers, and Custom Sewers","detailed",25110,-79.0193,35.75957
"24615",24616,24616,"NC","North Carolina","Textile Bleaching and Dyeing Machine Operators and Tenders","detailed",26820,-79.0193,35.75957
"24616",24617,24617,"NC","North Carolina","Textile Cutting Machine Setters, Operators, and Tenders","detailed",30770,-79.0193,35.75957
"24617",24618,24618,"NC","North Carolina","Textile Knitting and Weaving Machine Setters, Operators, and Tenders","detailed",26710,-79.0193,35.75957
"24618",24619,24619,"NC","North Carolina","Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders","detailed",24920,-79.0193,35.75957
"24619",24620,24620,"NC","North Carolina","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","detailed",35310,-79.0193,35.75957
"24620",24621,24621,"NC","North Carolina","Fabric and Apparel Patternmakers","detailed",45480,-79.0193,35.75957
"24621",24622,24622,"NC","North Carolina","Upholsterers","detailed",37600,-79.0193,35.75957
"24622",24623,24623,"NC","North Carolina","Textile, Apparel, and Furnishings Workers, All Other","detailed",26330,-79.0193,35.75957
"24623",24624,24624,"NC","North Carolina","Cabinetmakers and Bench Carpenters","detailed",30940,-79.0193,35.75957
"24624",24625,24625,"NC","North Carolina","Furniture Finishers","detailed",28090,-79.0193,35.75957
"24625",24626,24626,"NC","North Carolina","Model Makers, Wood","detailed",33970,-79.0193,35.75957
"24626",24627,24627,"NC","North Carolina","Patternmakers, Wood","detailed",46970,-79.0193,35.75957
"24627",24628,24628,"NC","North Carolina","Sawing Machine Setters, Operators, and Tenders, Wood","detailed",30230,-79.0193,35.75957
"24628",24629,24629,"NC","North Carolina","Woodworking Machine Setters, Operators, and Tenders, Except Sawing","detailed",28690,-79.0193,35.75957
"24629",24630,24630,"NC","North Carolina","Woodworkers, All Other","detailed",32640,-79.0193,35.75957
"24630",24631,24631,"NC","North Carolina","Nuclear Power Reactor Operators","detailed",93460,-79.0193,35.75957
"24631",24632,24632,"NC","North Carolina","Power Distributors and Dispatchers","detailed",73770,-79.0193,35.75957
"24632",24633,24633,"NC","North Carolina","Power Plant Operators","detailed",73230,-79.0193,35.75957
"24633",24634,24634,"NC","North Carolina","Stationary Engineers and Boiler Operators","detailed",39570,-79.0193,35.75957
"24634",24635,24635,"NC","North Carolina","Water and Wastewater Treatment Plant and System Operators","detailed",41430,-79.0193,35.75957
"24635",24636,24636,"NC","North Carolina","Chemical Plant and System Operators","detailed",51940,-79.0193,35.75957
"24636",24637,24637,"NC","North Carolina","Gas Plant Operators","detailed",59490,-79.0193,35.75957
"24637",24638,24638,"NC","North Carolina","Petroleum Pump System Operators, Refinery Operators, and Gaugers","detailed",56990,-79.0193,35.75957
"24638",24639,24639,"NC","North Carolina","Plant and System Operators, All Other","detailed",54010,-79.0193,35.75957
"24639",24640,24640,"NC","North Carolina","Chemical Equipment Operators and Tenders","detailed",44480,-79.0193,35.75957
"24640",24641,24641,"NC","North Carolina","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","detailed",52160,-79.0193,35.75957
"24641",24642,24642,"NC","North Carolina","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","detailed",30390,-79.0193,35.75957
"24642",24643,24643,"NC","North Carolina","Grinding and Polishing Workers, Hand","detailed",28010,-79.0193,35.75957
"24643",24644,24644,"NC","North Carolina","Mixing and Blending Machine Setters, Operators, and Tenders","detailed",36490,-79.0193,35.75957
"24644",24645,24645,"NC","North Carolina","Cutters and Trimmers, Hand","detailed",34380,-79.0193,35.75957
"24645",24646,24646,"NC","North Carolina","Cutting and Slicing Machine Setters, Operators, and Tenders","detailed",33160,-79.0193,35.75957
"24646",24647,24647,"NC","North Carolina","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","detailed",35830,-79.0193,35.75957
"24647",24648,24648,"NC","North Carolina","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","detailed",35420,-79.0193,35.75957
"24648",24649,24649,"NC","North Carolina","Inspectors, Testers, Sorters, Samplers, and Weighers","detailed",35470,-79.0193,35.75957
"24649",24650,24650,"NC","North Carolina","Jewelers and Precious Stone and Metal Workers","detailed",35190,-79.0193,35.75957
"24650",24651,24651,"NC","North Carolina","Dental Laboratory Technicians","detailed",40460,-79.0193,35.75957
"24651",24652,24652,"NC","North Carolina","Medical Appliance Technicians","detailed",39370,-79.0193,35.75957
"24652",24653,24653,"NC","North Carolina","Ophthalmic Laboratory Technicians","detailed",25560,-79.0193,35.75957
"24653",24654,24654,"NC","North Carolina","Packaging and Filling Machine Operators and Tenders","detailed",31500,-79.0193,35.75957
"24654",24655,24655,"NC","North Carolina","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","detailed",32990,-79.0193,35.75957
"24655",24656,24656,"NC","North Carolina","Painters, Transportation Equipment","detailed",49530,-79.0193,35.75957
"24656",24657,24657,"NC","North Carolina","Painting, Coating, and Decorating Workers","detailed",28030,-79.0193,35.75957
"24657",24658,24658,"NC","North Carolina","Photographic Process Workers and Processing Machine Operators","detailed",27230,-79.0193,35.75957
"24658",24659,24659,"NC","North Carolina","Adhesive Bonding Machine Operators and Tenders","detailed",28090,-79.0193,35.75957
"24659",24660,24660,"NC","North Carolina","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","detailed",30460,-79.0193,35.75957
"24660",24661,24661,"NC","North Carolina","Cooling and Freezing Equipment Operators and Tenders","detailed",31240,-79.0193,35.75957
"24661",24662,24662,"NC","North Carolina","Etchers and Engravers","detailed",35080,-79.0193,35.75957
"24662",24663,24663,"NC","North Carolina","Molders, Shapers, and Casters, Except Metal and Plastic","detailed",30260,-79.0193,35.75957
"24663",24664,24664,"NC","North Carolina","Paper Goods Machine Setters, Operators, and Tenders","detailed",34420,-79.0193,35.75957
"24664",24665,24665,"NC","North Carolina","Tire Builders","detailed",41990,-79.0193,35.75957
"24665",24666,24666,"NC","North Carolina","Helpers--Production Workers","detailed",25130,-79.0193,35.75957
"24666",24667,24667,"NC","North Carolina","Production Workers, All Other","detailed",35310,-79.0193,35.75957
"24667",24668,24668,"NC","North Carolina","Transportation and Material Moving Occupations","major",31940,-79.0193,35.75957
"24668",24669,24669,"NC","North Carolina","Aircraft Cargo Handling Supervisors","detailed",47300,-79.0193,35.75957
"24669",24670,24670,"NC","North Carolina","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","detailed",48270,-79.0193,35.75957
"24670",24671,24671,"NC","North Carolina","First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators","detailed",55250,-79.0193,35.75957
"24671",24672,24672,"NC","North Carolina","Airline Pilots, Copilots, and Flight Engineers","detailed",96940,-79.0193,35.75957
"24672",24673,24673,"NC","North Carolina","Commercial Pilots","detailed",81200,-79.0193,35.75957
"24673",24674,24674,"NC","North Carolina","Air Traffic Controllers","detailed",99920,-79.0193,35.75957
"24674",24675,24675,"NC","North Carolina","Airfield Operations Specialists","detailed",36520,-79.0193,35.75957
"24675",24676,24676,"NC","North Carolina","Flight Attendants","detailed",40040,-79.0193,35.75957
"24676",24677,24677,"NC","North Carolina","Ambulance Drivers and Attendants, Except Emergency Medical Technicians","detailed",30860,-79.0193,35.75957
"24677",24678,24678,"NC","North Carolina","Bus Drivers, Transit and Intercity","detailed",30820,-79.0193,35.75957
"24678",24679,24679,"NC","North Carolina","Bus Drivers, School or Special Client","detailed",26110,-79.0193,35.75957
"24679",24680,24680,"NC","North Carolina","Driver/Sales Workers","detailed",27070,-79.0193,35.75957
"24680",24681,24681,"NC","North Carolina","Heavy and Tractor-Trailer Truck Drivers","detailed",41300,-79.0193,35.75957
"24681",24682,24682,"NC","North Carolina","Light Truck or Delivery Services Drivers","detailed",31740,-79.0193,35.75957
"24682",24683,24683,"NC","North Carolina","Taxi Drivers and Chauffeurs","detailed",24230,-79.0193,35.75957
"24683",24684,24684,"NC","North Carolina","Motor Vehicle Operators, All Other","detailed",22140,-79.0193,35.75957
"24684",24685,24685,"NC","North Carolina","Locomotive Engineers","detailed",60230,-79.0193,35.75957
"24685",24686,24686,"NC","North Carolina","Railroad Brake, Signal, and Switch Operators","detailed",54710,-79.0193,35.75957
"24686",24687,24687,"NC","North Carolina","Railroad Conductors and Yardmasters","detailed",56040,-79.0193,35.75957
"24687",24688,24688,"NC","North Carolina","Rail Transportation Workers, All Other","detailed",29340,-79.0193,35.75957
"24688",24689,24689,"NC","North Carolina","Sailors and Marine Oilers","detailed",29380,-79.0193,35.75957
"24689",24690,24690,"NC","North Carolina","Captains, Mates, and Pilots of Water Vessels","detailed",46590,-79.0193,35.75957
"24690",24691,24691,"NC","North Carolina","Parking Lot Attendants","detailed",22360,-79.0193,35.75957
"24691",24692,24692,"NC","North Carolina","Automotive and Watercraft Service Attendants","detailed",20860,-79.0193,35.75957
"24692",24693,24693,"NC","North Carolina","Traffic Technicians","detailed",40540,-79.0193,35.75957
"24693",24694,24694,"NC","North Carolina","Transportation Inspectors","detailed",77960,-79.0193,35.75957
"24694",24695,24695,"NC","North Carolina","Transportation Attendants, Except Flight Attendants","detailed",26270,-79.0193,35.75957
"24695",24696,24696,"NC","North Carolina","Transportation Workers, All Other","detailed",24110,-79.0193,35.75957
"24696",24697,24697,"NC","North Carolina","Conveyor Operators and Tenders","detailed",32030,-79.0193,35.75957
"24697",24698,24698,"NC","North Carolina","Crane and Tower Operators","detailed",49950,-79.0193,35.75957
"24698",24699,24699,"NC","North Carolina","Excavating and Loading Machine and Dragline Operators","detailed",37940,-79.0193,35.75957
"24699",24700,24700,"NC","North Carolina","Industrial Truck and Tractor Operators","detailed",31350,-79.0193,35.75957
"24700",24701,24701,"NC","North Carolina","Cleaners of Vehicles and Equipment","detailed",22260,-79.0193,35.75957
"24701",24702,24702,"NC","North Carolina","Laborers and Freight, Stock, and Material Movers, Hand","detailed",26520,-79.0193,35.75957
"24702",24703,24703,"NC","North Carolina","Machine Feeders and Offbearers","detailed",28230,-79.0193,35.75957
"24703",24704,24704,"NC","North Carolina","Packers and Packagers, Hand","detailed",23030,-79.0193,35.75957
"24704",24705,24705,"NC","North Carolina","Pump Operators, Except Wellhead Pumpers","detailed",41980,-79.0193,35.75957
"24705",24706,24706,"NC","North Carolina","Refuse and Recyclable Material Collectors","detailed",27690,-79.0193,35.75957
"24706",24707,24707,"NC","North Carolina","Material Moving Workers, All Other","detailed",32020,-79.0193,35.75957
"24707",24708,24708,"ND","North Dakota","All Occupations","total",47130,-101.002,47.55149
"24708",24709,24709,"ND","North Dakota","Management Occupations","major",99360,-101.002,47.55149
"24709",24710,24710,"ND","North Dakota","Chief Executives","detailed",164120,-101.002,47.55149
"24710",24711,24711,"ND","North Dakota","General and Operations Managers","detailed",103040,-101.002,47.55149
"24712",24713,24713,"ND","North Dakota","Advertising and Promotions Managers","detailed",81390,-101.002,47.55149
"24713",24714,24714,"ND","North Dakota","Marketing Managers","detailed",109200,-101.002,47.55149
"24714",24715,24715,"ND","North Dakota","Sales Managers","detailed",108140,-101.002,47.55149
"24715",24716,24716,"ND","North Dakota","Public Relations and Fundraising Managers","detailed",92120,-101.002,47.55149
