State,OCC_CODE,Occupation_title,OCC_GROUP,Total_employment,Location_quotient,Annual_mean_wage,Annual_Median_wage,Annual_Top10
North Carolina,29-2092,Hearing Aid Specialists,detailed,140,0.71,"48,980","48,620","69,780"
North Carolina,29-2099,"Health Technologists and Technicians, All Other",detailed,"5,100",1.38,"38,030","34,980","57,910"
North Carolina,29-9011,Occupational Health and Safety Specialists,detailed,"1,790",0.78,"68,680","66,650","100,580"
North Carolina,29-9012,Occupational Health and Safety Technicians,detailed,290,0.58,"49,230","48,740","64,720"
North Carolina,29-9091,Athletic Trainers,detailed,640,0.87,"43,490","39,640","61,130"
North Carolina,29-9092,Genetic Counselors,detailed,80,1.03,"61,740","61,330","77,550"
North Carolina,29-9099,"Healthcare Practitioners and Technical Workers, All Other",detailed,630,0.58,"50,880","48,050","78,140"
North Carolina,31-0000,Healthcare Support Occupations,major,"153,090",1.26,"26,610","24,220","39,260"
North Carolina,31-1011,Home Health Aides,detailed,"39,320",1.6,"20,170","19,350","25,500"
North Carolina,31-1013,Psychiatric Aides,detailed,"1,650",0.81,"28,130","28,470","34,670"
North Carolina,31-1014,Nursing Assistants,detailed,"62,120",1.43,"23,630","23,230","30,710"
North Carolina,31-1015,Orderlies,detailed,960,0.6,"24,490","24,030","31,060"
North Carolina,31-2011,Occupational Therapy Assistants,detailed,"1,360",1.18,"60,690","62,150","78,420"
North Carolina,31-2012,Occupational Therapy Aides,detailed,110,0.52,"29,080","27,160","44,360"
North Carolina,31-2021,Physical Therapist Assistants,detailed,"2,550",0.99,"58,880","59,050","77,450"
North Carolina,31-2022,Physical Therapist Aides,detailed,800,0.53,"26,010","25,520","34,200"
North Carolina,31-9011,Massage Therapists,detailed,"3,040",1.05,"43,780","42,340","64,150"
North Carolina,31-9091,Dental Assistants,detailed,"8,930",0.9,"40,560","39,880","53,180"
North Carolina,31-9092,Medical Assistants,detailed,"16,220",0.86,"31,460","30,910","39,930"
North Carolina,31-9093,Medical Equipment Preparers,detailed,"1,520",0.96,"30,030","29,160","39,350"
North Carolina,31-9094,Medical Transcriptionists,detailed,"1,190",0.73,"33,740","33,850","47,500"
North Carolina,31-9095,Pharmacy Aides,detailed,430,0.39,"21,630","19,740","29,890"
North Carolina,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,detailed,"2,920",1.21,"26,250","24,970","37,990"
North Carolina,31-9097,Phlebotomists,detailed,"5,670",1.56,"29,930","29,460","38,800"
North Carolina,31-9099,"Healthcare Support Workers, All Other",detailed,"4,300",1.52,"32,550","31,310","47,160"
North Carolina,33-0000,Protective Service Occupations,major,"102,560",1,"36,580","32,900","59,290"
North Carolina,33-1011,First-Line Supervisors of Correctional Officers,detailed,"1,160",0.89,"49,010","42,790","75,070"
North Carolina,33-1012,First-Line Supervisors of Police and Detectives,detailed,"2,510",0.83,"70,260","69,520","97,150"
North Carolina,33-1021,First-Line Supervisors of Fire Fighting and Prevention Workers,detailed,"1,210",0.7,"64,770","63,540","89,280"
North Carolina,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",detailed,"1,820",0.83,"53,560","49,900","81,040"
North Carolina,33-2011,Firefighters,detailed,"14,900",1.56,"34,330","32,180","51,880"
North Carolina,33-2021,Fire Inspectors and Investigators,detailed,620,1.72,"50,900","52,220","66,500"
North Carolina,33-3011,Bailiffs,detailed,180,0.34,"33,260","33,210","44,870"
North Carolina,33-3012,Correctional Officers and Jailers,detailed,"15,850",1.22,"34,310","31,420","43,820"
North Carolina,33-3021,Detectives and Criminal Investigators,detailed,"2,830",0.89,"57,900","48,660","112,600"
North Carolina,33-3031,Fish and Game Wardens,detailed,430,2.14,"38,160","36,000","49,470"
North Carolina,33-3041,Parking Enforcement Workers,detailed,**,**,"32,830","31,470","46,480"
North Carolina,33-3051,Police and Sheriff's Patrol Officers,detailed,"22,040",1.11,"45,280","43,360","63,130"
North Carolina,33-9011,Animal Control Workers,detailed,550,1.41,"33,060","32,480","42,700"
North Carolina,33-9021,Private Detectives and Investigators,detailed,540,0.63,"46,740","45,770","65,870"
North Carolina,33-9032,Security Guards,detailed,"27,520",0.83,"27,600","24,140","43,890"
North Carolina,33-9091,Crossing Guards,detailed,850,0.39,"23,020","19,070","37,540"
North Carolina,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",detailed,"5,020",1.15,"19,250","18,590","24,470"
North Carolina,33-9093,Transportation Security Screeners,detailed,"1,060",0.82,"39,040","37,390","46,590"
North Carolina,33-9099,"Protective Service Workers, All Other",detailed,"3,140",0.77,"31,660","27,750","51,000"
North Carolina,35-0000,Food Preparation and Serving Related Occupations,major,"412,150",1.05,"21,240","18,990","30,320"
North Carolina,35-1011,Chefs and Head Cooks,detailed,"2,130",0.53,"49,810","47,280","74,210"
North Carolina,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,detailed,"35,780",1.31,"32,820","31,180","48,920"
North Carolina,35-2011,"Cooks, Fast Food",detailed,"8,100",0.52,"18,460","18,370","22,830"
North Carolina,35-2012,"Cooks, Institution and Cafeteria",detailed,"7,790",0.63,"24,130","23,330","32,130"
North Carolina,35-2014,"Cooks, Restaurant",detailed,"42,100",1.15,"21,940","21,160","29,680"
North Carolina,35-2015,"Cooks, Short Order",detailed,"3,970",0.72,"20,440","19,120","28,260"
North Carolina,35-2019,"Cooks, All Other",detailed,230,0.5,"20,990","20,210","27,770"
North Carolina,35-2021,Food Preparation Workers,detailed,"18,160",0.71,"20,960","19,820","28,210"
North Carolina,35-3011,Bartenders,detailed,"11,890",0.65,"24,160","19,320","40,200"
North Carolina,35-3021,"Combined Food Preparation and Serving Workers, Including Fast Food",detailed,"151,900",1.47,"18,530","18,240","23,140"
North Carolina,35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",detailed,"10,990",0.73,"18,960","18,540","24,050"
North Carolina,35-3031,Waiters and Waitresses,detailed,"79,120",1.02,"20,970","18,700","30,630"
North Carolina,35-3041,"Food Servers, Nonrestaurant",detailed,"5,220",0.66,"19,970","19,070","25,580"
North Carolina,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,detailed,"8,870",0.7,"19,880","18,690","27,300"
North Carolina,35-9021,Dishwashers,detailed,"12,550",0.82,"18,860","18,570","23,710"
North Carolina,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",detailed,"12,750",1.05,"19,300","18,510","24,700"
North Carolina,35-9099,"Food Preparation and Serving Related Workers, All Other",detailed,610,0.34,"20,010","18,490","28,670"
North Carolina,37-0000,Building and Grounds Cleaning and Maintenance Occupations,major,"130,920",0.98,"24,580","22,420","35,810"
North Carolina,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,detailed,"4,390",0.91,"38,420","35,550","58,640"
North Carolina,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",detailed,"2,600",0.84,"50,440","47,860","75,100"
North Carolina,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",detailed,"55,430",0.85,"22,480","21,240","30,510"
North Carolina,37-2012,Maids and Housekeeping Cleaners,detailed,"31,130",1.12,"20,480","19,330","25,890"
North Carolina,37-2019,"Building Cleaning Workers, All Other",detailed,**,**,"29,390","27,410","38,550"
North Carolina,37-2021,Pest Control Workers,detailed,"3,470",1.58,"34,010","31,810","49,360"
North Carolina,37-3011,Landscaping and Groundskeeping Workers,detailed,"30,920",1.13,"26,440","25,070","37,220"
North Carolina,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",detailed,220,0.28,"29,440","29,440","38,340"
North Carolina,37-3013,Tree Trimmers and Pruners,detailed,"2,370",1.93,"33,740","31,600","50,430"
North Carolina,37-3019,"Grounds Maintenance Workers, All Other",detailed,50,0.11,"46,100","39,720","61,340"
North Carolina,39-0000,Personal Care and Service Occupations,major,"108,400",0.8,"24,910","20,970","39,990"
North Carolina,39-1011,Gaming Supervisors,detailed,310,0.47,"50,280","50,550","63,020"
North Carolina,39-1021,First-Line Supervisors of Personal Service Workers,detailed,"5,310",0.92,"38,150","35,490","59,370"
North Carolina,39-2011,Animal Trainers,detailed,390,0.95,"33,140","23,460","69,840"
North Carolina,39-2021,Nonfarm Animal Caretakers,detailed,"6,620",1.17,"21,780","19,570","30,590"
North Carolina,39-3011,Gaming Dealers,detailed,970,0.34,"18,050","17,940","19,780"
North Carolina,39-3021,Motion Picture Projectionists,detailed,100,0.6,"21,970","19,850","31,390"
North Carolina,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",detailed,"4,480",1.26,"18,950","18,280","23,730"
North Carolina,39-3091,Amusement and Recreation Attendants,detailed,"13,620",1.58,"19,440","18,530","25,180"
North Carolina,39-3092,Costume Attendants,detailed,50,0.26,"50,170","48,310","77,390"
North Carolina,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",detailed,210,0.39,"21,540","19,530","30,480"
North Carolina,39-4011,Embalmers,detailed,40,0.4,"37,870","36,510","57,030"
North Carolina,39-4021,Funeral Attendants,detailed,"1,390",1.29,"27,470","26,870","37,470"
North Carolina,39-4031,"Morticians, Undertakers, and Funeral Directors",detailed,"1,030",1.32,"57,710","55,630","77,050"
North Carolina,39-5011,Barbers,detailed,300,0.62,"27,730","19,230","48,700"
North Carolina,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,"7,470",0.7,"28,730","22,400","50,370"
North Carolina,39-5092,Manicurists and Pedicurists,detailed,830,0.31,"27,110","26,940","38,550"
North Carolina,39-5093,Shampooers,detailed,180,0.38,"17,790","17,950","20,320"
North Carolina,39-5094,Skincare Specialists,detailed,980,0.74,"33,720","32,120","50,440"
North Carolina,39-6011,Baggage Porters and Bellhops,detailed,550,0.41,"19,090","18,640","24,010"
North Carolina,39-6012,Concierges,detailed,210,0.22,"22,360","21,940","29,360"
North Carolina,39-7011,Tour Guides and Escorts,detailed,830,0.71,"25,920","23,310","34,310"
North Carolina,39-7012,Travel Guides,detailed,110,1.24,"39,150","40,160","60,320"
North Carolina,39-9011,Childcare Workers,detailed,"21,610",1.26,"21,480","19,990","29,770"
North Carolina,39-9021,Personal Care Aides,detailed,"22,130",0.49,"20,820","20,230","27,240"
North Carolina,39-9031,Fitness Trainers and Aerobics Instructors,detailed,"9,040",1.16,"36,400","35,520","57,560"
North Carolina,39-9032,Recreation Workers,detailed,"7,060",0.7,"28,030","24,470","45,780"
North Carolina,39-9041,Residential Advisors,detailed,"1,440",0.43,"30,020","27,570","47,000"
North Carolina,39-9099,"Personal Care and Service Workers, All Other",detailed,770,0.47,"27,190","25,270","42,980"
North Carolina,41-0000,Sales and Related Occupations,major,"454,500",1.04,"39,760","25,250","78,500"
North Carolina,41-1011,First-Line Supervisors of Retail Sales Workers,detailed,"40,660",1.13,"43,610","38,710","64,850"
North Carolina,41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,"9,020",1.18,"102,930","83,970","178,460"
North Carolina,41-2011,Cashiers,detailed,"112,280",1.05,"19,810","18,760","25,910"
North Carolina,41-2021,Counter and Rental Clerks,detailed,"12,330",0.91,"26,270","23,280","41,040"
North Carolina,41-2022,Parts Salespersons,detailed,"8,720",1.16,"32,490","29,460","51,880"
North Carolina,41-2031,Retail Salespersons,detailed,"140,410",1.03,"25,640","21,200","40,060"
North Carolina,41-3011,Advertising Sales Agents,detailed,"3,370",0.79,"52,850","46,880","84,190"
North Carolina,41-3021,Insurance Sales Agents,detailed,"10,000",0.86,"64,300","49,030","115,860"
North Carolina,41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,"8,430",0.79,"103,540","69,890",#
North Carolina,41-3041,Travel Agents,detailed,"1,310",0.63,"39,970","42,000","55,440"
North Carolina,41-3099,"Sales Representatives, Services, All Other",detailed,"29,070",1.01,"59,030","49,050","104,250"
North Carolina,41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,"9,660",0.98,"99,060","85,040","162,310"
North Carolina,41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,"45,460",1.07,"71,090","59,400","128,680"
North Carolina,41-9011,Demonstrators and Product Promoters,detailed,"2,280",0.88,"27,400","22,870","46,050"
North Carolina,41-9021,Real Estate Brokers,detailed,"6,160",5.01,"58,510","39,100","126,850"
North Carolina,41-9022,Real Estate Sales Agents,detailed,"5,160",1.13,"62,070","47,030","131,360"
North Carolina,41-9031,Sales Engineers,detailed,"3,340",1.49,"99,270","90,820","166,290"
North Carolina,41-9041,Telemarketers,detailed,"4,580",0.71,"27,530","25,610","38,980"
North Carolina,41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,300,1.23,"23,210","23,230","25,760"
North Carolina,41-9099,"Sales and Related Workers, All Other",detailed,"1,750",0.72,"40,790","34,170","72,390"
North Carolina,43-0000,Office and Administrative Support Occupations,major,"630,420",0.95,"34,700","32,360","53,790"
North Carolina,43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,"38,090",0.88,"54,190","51,690","80,170"
North Carolina,43-2011,"Switchboard Operators, Including Answering Service",detailed,"2,780",1.02,"27,360","26,890","37,760"
North Carolina,43-3011,Bill and Account Collectors,detailed,"8,960",0.99,"35,770","34,490","50,040"
North Carolina,43-3021,Billing and Posting Clerks,detailed,"14,210",0.97,"35,470","34,730","48,680"
North Carolina,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,"43,590",0.92,"37,530","36,850","52,260"
North Carolina,43-3051,Payroll and Timekeeping Clerks,detailed,"4,300",0.89,"39,910","39,020","56,090"
North Carolina,43-3061,Procurement Clerks,detailed,"1,730",0.8,"39,160","39,190","51,580"
North Carolina,43-3071,Tellers,detailed,"13,340",0.89,"29,550","28,780","38,620"
North Carolina,43-3099,"Financial Clerks, All Other",detailed,"1,180",1.13,"44,720","41,280","64,490"
North Carolina,43-4011,Brokerage Clerks,detailed,"1,700",0.94,"45,750","45,250","64,250"
North Carolina,43-4021,Correspondence Clerks,detailed,90,0.43,"36,200","35,230","47,700"
North Carolina,43-4031,"Court, Municipal, and License Clerks",detailed,"2,440",0.63,"32,290","31,900","46,760"
North Carolina,43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,"1,500",1.32,"39,490","38,530","59,060"
North Carolina,43-4051,Customer Service Representatives,detailed,"95,340",1.17,"33,430","31,200","51,210"
North Carolina,43-4061,"Eligibility Interviewers, Government Programs",detailed,"6,550",1.6,"37,460","36,510","48,840"
North Carolina,43-4071,File Clerks,detailed,"1,590",0.4,"28,880","28,360","39,860"
North Carolina,43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,"8,950",1.2,"21,620","20,340","29,440"
North Carolina,43-4111,"Interviewers, Except Eligibility and Loan",detailed,"7,850",1.4,"30,790","29,860","39,680"
North Carolina,43-4121,"Library Assistants, Clerical",detailed,"1,880",0.63,"25,640","24,620","37,680"
North Carolina,43-4131,Loan Interviewers and Clerks,detailed,"6,610",0.98,"40,110","38,800","55,160"
North Carolina,43-4141,New Accounts Clerks,detailed,"1,580",1.26,"43,150","43,320","56,950"
North Carolina,43-4151,Order Clerks,detailed,"3,790",0.71,"32,540","31,200","48,290"
North Carolina,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,"4,990",1.21,"36,080","35,800","49,890"
North Carolina,43-4171,Receptionists and Information Clerks,detailed,"31,800",1.06,"27,480","26,850","38,520"
North Carolina,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,"3,100",0.7,"35,160","34,230","51,030"
North Carolina,43-4199,"Information and Record Clerks, All Other",detailed,"3,240",0.64,"35,700","35,120","50,690"
North Carolina,43-5011,Cargo and Freight Agents,detailed,"2,500",0.93,"40,570","39,220","60,280"
North Carolina,43-5021,Couriers and Messengers,detailed,"1,390",0.62,"27,890","26,900","38,220"
North Carolina,43-5031,"Police, Fire, and Ambulance Dispatchers",detailed,"3,550",1.24,"34,510","34,040","45,530"
North Carolina,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,"4,710",0.79,"37,800","36,580","57,520"
North Carolina,43-5041,"Meter Readers, Utilities",detailed,"1,090",1.06,"35,830","32,640","56,870"
North Carolina,43-5051,Postal Service Clerks,detailed,"2,060",0.83,"50,270","56,790","57,990"
North Carolina,43-5052,Postal Service Mail Carriers,detailed,"10,360",1.04,"50,430","55,080","63,080"
North Carolina,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,"3,160",0.95,"49,120","56,220","57,290"
North Carolina,43-5061,"Production, Planning, and Expediting Clerks",detailed,"8,050",0.83,"44,100","41,610","64,540"
North Carolina,43-5071,"Shipping, Receiving, and Traffic Clerks",detailed,"21,500",1.05,"31,540","30,170","45,880"
North Carolina,43-5081,Stock Clerks and Order Fillers,detailed,"58,220",0.96,"24,750","22,720","36,980"
North Carolina,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,"2,880",1.28,"28,790","26,930","41,890"
North Carolina,43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,"17,810",0.94,"52,190","50,260","72,300"
North Carolina,43-6012,Legal Secretaries,detailed,"1,830",0.32,"48,020","47,090","73,180"
North Carolina,43-6013,Medical Secretaries,detailed,"13,050",0.78,"31,980","31,580","40,430"
North Carolina,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,"59,480",0.86,"34,720","34,420","48,210"
North Carolina,43-9011,Computer Operators,detailed,"1,060",0.75,"39,580","39,270","57,980"
North Carolina,43-9021,Data Entry Keyers,detailed,"5,600",0.95,"30,710","30,260","39,870"
North Carolina,43-9022,Word Processors and Typists,detailed,740,0.36,"36,170","35,050","52,330"
North Carolina,43-9031,Desktop Publishers,detailed,110,0.28,"43,360","39,190","71,360"
North Carolina,43-9041,Insurance Claims and Policy Processing Clerks,detailed,"4,830",0.58,"41,440","40,290","56,910"
North Carolina,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,"2,250",0.82,"29,280","27,340","43,140"
North Carolina,43-9061,"Office Clerks, General",detailed,"83,480",0.94,"29,810","28,200","44,890"
North Carolina,43-9071,"Office Machine Operators, Except Computer",detailed,"1,900",1.08,"29,350","28,510","41,880"
North Carolina,43-9081,Proofreaders and Copy Markers,detailed,90,0.26,"43,050","44,370","60,480"
North Carolina,43-9111,Statistical Assistants,detailed,480,1.45,"41,450","39,240","58,280"
North Carolina,43-9199,"Office and Administrative Support Workers, All Other",detailed,"7,010",1.07,"38,720","37,590","56,660"
North Carolina,45-0000,"Farming, Fishing, and Forestry Occupations",major,"9,360",0.67,"31,200","25,890","49,020"
North Carolina,45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,600,1.01,"58,450","48,530","91,200"
North Carolina,45-2011,Agricultural Inspectors,detailed,470,1.05,"40,760","41,360","52,050"
North Carolina,45-2021,Animal Breeders,detailed,30,0.79,"30,720","29,270","46,220"
North Carolina,45-2041,"Graders and Sorters, Agricultural Products",detailed,"1,380",1.18,"23,440","21,940","31,550"
North Carolina,45-2091,Agricultural Equipment Operators,detailed,630,0.73,"25,840","23,530","38,740"
North Carolina,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,"2,820",0.34,"22,810","20,750","34,200"
North Carolina,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,"1,120",1.04,"26,910","26,250","36,290"
North Carolina,45-2099,"Agricultural Workers, All Other",detailed,140,0.95,"25,830","23,460","41,560"
North Carolina,45-4011,Forest and Conservation Workers,detailed,**,**,"29,870","24,580","47,280"
North Carolina,45-4021,Fallers,detailed,380,2.32,"46,060","36,840","76,870"
North Carolina,45-4022,Logging Equipment Operators,detailed,"1,570",1.92,"41,810","36,080","62,440"
North Carolina,45-4023,Log Graders and Scalers,detailed,100,1.13,"36,610","36,620","48,380"
North Carolina,47-0000,Construction and Extraction Occupations,major,"147,430",0.88,"38,660","35,890","59,230"
North Carolina,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,"21,220",1.31,"57,710","56,330","80,040"
North Carolina,47-2011,Boilermakers,detailed,270,0.54,"49,590","49,990","63,950"
North Carolina,47-2021,Brickmasons and Blockmasons,detailed,"2,400",1.24,"38,050","36,910","51,890"
North Carolina,47-2022,Stonemasons,detailed,**,**,"37,690","39,900","50,420"
North Carolina,47-2031,Carpenters,detailed,"15,200",0.75,"35,560","35,060","48,940"
North Carolina,47-2041,Carpet Installers,detailed,490,0.64,"31,560","31,630","43,440"
North Carolina,47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,150,0.47,"37,260","34,020","61,050"
North Carolina,47-2043,Floor Sanders and Finishers,detailed,270,1.94,"33,690","30,270","51,460"
North Carolina,47-2044,Tile and Marble Setters,detailed,320,0.29,"36,550","35,800","49,820"
North Carolina,47-2051,Cement Masons and Concrete Finishers,detailed,"4,340",0.83,"34,620","34,070","46,430"
North Carolina,47-2053,Terrazzo Workers and Finishers,detailed,**,**,"32,580","34,270","40,540"
North Carolina,47-2061,Construction Laborers,detailed,"20,400",0.74,"28,080","27,400","38,790"
North Carolina,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,"1,480",0.95,"33,490","32,220","45,930"
North Carolina,47-2072,Pile-Driver Operators,detailed,**,**,"37,100","35,360","49,060"
North Carolina,47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,"11,020",1.03,"37,120","35,890","50,030"
North Carolina,47-2081,Drywall and Ceiling Tile Installers,detailed,"1,620",0.58,"34,340","34,550","43,840"
North Carolina,47-2111,Electricians,detailed,"14,080",0.77,"42,960","41,500","59,480"
North Carolina,47-2121,Glaziers,detailed,910,0.64,"34,570","34,750","48,240"
North Carolina,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed,"1,220",1.37,"35,770","32,690","54,310"
North Carolina,47-2132,"Insulation Workers, Mechanical",detailed,790,0.96,"37,070","36,720","49,100"
North Carolina,47-2141,"Painters, Construction and Maintenance",detailed,"3,610",0.55,"32,650","31,720","43,470"
North Carolina,47-2142,Paperhangers,detailed,120,1.27,"39,350","36,570","58,100"
North Carolina,47-2151,Pipelayers,detailed,"2,230",1.87,"33,160","32,240","43,420"
North Carolina,47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,"9,830",0.79,"42,530","41,280","58,390"
North Carolina,47-2161,Plasterers and Stucco Masons,detailed,140,0.2,"26,670","25,910","38,390"
North Carolina,47-2171,Reinforcing Iron and Rebar Workers,detailed,420,0.69,"37,970","38,320","49,050"
North Carolina,47-2181,Roofers,detailed,"2,460",0.7,"33,620","33,320","45,020"
North Carolina,47-2211,Sheet Metal Workers,detailed,"3,900",0.96,"35,520","34,010","52,610"
North Carolina,47-2221,Structural Iron and Steel Workers,detailed,"1,500",0.72,"37,090","36,910","48,640"
North Carolina,47-2231,Solar Photovoltaic Installers,detailed,380,1.43,"34,290","34,750","39,820"
North Carolina,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed,"1,030",1.43,"26,940","27,110","33,560"
North Carolina,47-3012,Helpers--Carpenters,detailed,"1,220",1.13,"27,130","26,740","36,430"
North Carolina,47-3013,Helpers--Electricians,detailed,"4,660",2.15,"27,670","27,450","37,160"
North Carolina,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",detailed,280,0.86,"25,780","26,250","32,390"
North Carolina,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,"3,240",1.99,"29,200","28,420","39,790"
North Carolina,47-3016,Helpers--Roofers,detailed,450,1.47,"24,100","24,860","30,450"
North Carolina,47-3019,"Helpers, Construction Trades, All Other",detailed,570,0.87,"25,220","24,260","34,420"
North Carolina,47-4011,Construction and Building Inspectors,detailed,"3,960",1.38,"52,490","51,440","74,760"
North Carolina,47-4021,Elevator Installers and Repairers,detailed,310,0.47,"68,950","72,480","99,120"
North Carolina,47-4031,Fence Erectors,detailed,730,1.13,"31,110","30,860","40,260"
North Carolina,47-4041,Hazardous Materials Removal Workers,detailed,"1,200",0.9,"33,740","31,740","48,710"
North Carolina,47-4051,Highway Maintenance Workers,detailed,"3,890",0.9,"32,090","31,600","38,910"
North Carolina,47-4061,Rail-Track Laying and Maintenance Equipment Operators,detailed,120,0.27,"46,150","46,370","61,120"
North Carolina,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,detailed,980,1.23,"32,970","32,570","47,040"
North Carolina,47-4099,"Construction and Related Workers, All Other",detailed,"2,580",2.42,"34,530","33,870","47,370"
North Carolina,47-5021,"Earth Drillers, Except Oil and Gas",detailed,570,1.01,"42,340","39,690","57,110"
North Carolina,47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters",detailed,50,0.24,"54,360","54,970","62,370"
North Carolina,47-5051,"Rock Splitters, Quarry",detailed,**,**,"36,770","36,800","49,230"
North Carolina,47-5081,Helpers--Extraction Workers,detailed,80,0.15,"29,650","29,700","38,810"
North Carolina,49-0000,"Installation, Maintenance, and Repair Occupations",major,"175,420",1.07,"44,260","41,500","68,450"
North Carolina,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,"15,660",1.15,"64,740","61,610","96,360"
North Carolina,49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,"3,630",1.18,"39,400","38,610","57,960"
North Carolina,49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",detailed,290,0.68,"51,620","47,800","78,740"
North Carolina,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,"5,650",0.82,"50,700","49,730","74,200"
North Carolina,49-2091,Avionics Technicians,detailed,370,0.7,"55,290","55,950","67,690"
North Carolina,49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed,470,0.92,"43,960","43,090","61,330"
North Carolina,49-2093,"Electrical and Electronics Installers and Repairers, Transportation Equipment",detailed,230,0.55,"51,440","52,160","65,680"
North Carolina,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,"2,340",1.15,"51,090","50,330","73,720"
North Carolina,49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,"1,100",1.58,"71,080","72,150","94,980"
North Carolina,49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",detailed,240,0.68,"33,530","32,250","51,730"
North Carolina,49-2097,Electronic Home Entertainment Equipment Installers and Repairers,detailed,650,0.84,"31,450","30,320","42,510"
North Carolina,49-2098,Security and Fire Alarm Systems Installers,detailed,"2,690",1.32,"41,880","42,030","57,520"
North Carolina,49-3011,Aircraft Mechanics and Service Technicians,detailed,"4,280",1.1,"56,140","54,970","77,220"
North Carolina,49-3021,Automotive Body and Related Repairers,detailed,"5,050",1.16,"50,750","46,930","76,400"
North Carolina,49-3022,Automotive Glass Installers and Repairers,detailed,610,1.09,"32,180","31,960","44,460"
North Carolina,49-3023,Automotive Service Technicians and Mechanics,detailed,"23,130",1.19,"40,540","37,720","63,620"
North Carolina,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,"7,690",1,"43,330","41,690","61,290"
North Carolina,49-3041,Farm Equipment Mechanics and Service Technicians,detailed,740,0.7,"35,070","34,300","48,520"
North Carolina,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,"3,560",0.96,"44,040","43,570","59,930"
North Carolina,49-3043,Rail Car Repairers,detailed,210,0.31,"54,400","56,880","63,910"
North Carolina,49-3051,Motorboat Mechanics and Service Technicians,detailed,720,1.18,"34,950","34,160","49,300"
North Carolina,49-3052,Motorcycle Mechanics,detailed,490,1.02,"34,900","33,830","49,150"
North Carolina,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,830,0.83,"34,640","32,250","51,770"
North Carolina,49-3091,Bicycle Repairers,detailed,600,1.58,"28,590","26,440","41,910"
